C1508499:416949008:R-FAB57:Abdomen and Pelvis:ABDOMENPELVIS
C0000726:113345001:T-D4000:Abdomen:ABDOMEN
C0001625:23451007:T-B3000:Adrenal gland:ADRENAL
C0003087:70258002:T-15750:Ankle joint:ANKLE
C0003483:15825003:T-42000:Aorta:AORTA
C0446516:40983000:T-D8200:Arm:ARM
C0004454:34797008:T-D8100:Axilla:AXILLA
C1995000:77568009:T-D2100:Back:BACK
C0005682:89837001:T-74000:Bladder:BLADDER
C0006104:12738006:T-A0100:Brain:BRAIN
C0006141:76752008:T-04000:Breast:BREAST
C0006255:955009:T-26000:Bronchus:BRONCHUS
C0006497:46862004:T-D2600:Buttock:BUTTOCK
C0006655:80144004:T-12770:Calcaneus:CALCANEUS
C0230445:53840002:T-D9440:Calf of leg:CALF
C0007272:69105007:T-45010:Carotid Artery:CAROTID
C1268981:180924008:T-A600A:Cerebellum:CEREBELLUM
C0728985:122494005:T-11501:Cervical spine:CSPINE
C0729373:297171002:T-D00F7:Cervico-thoracic spine:CTSPINE
C0007874:71252005:T-83200:Cervix:CERVIX
C0007966:60819002:T-D1206:Cheek:CHEEK
C1442171:416550000:R-FAB55:Chest and Abdomen:CHESTABDOMEN
C1562547:416775004:R-FAB56:Chest,Abdomen and Pelvis:CHESTABDPELVIS
C0817096:51185008:T-D3000:Chest:CHEST
C1284333:362047009:T-45526:Circle of Willis:CIRCLEOFWILLIS
C0008913:51299004:T-12310:Clavicle:CLAVICLE
C0009194:64688005:T-11BF0:Coccyx:COCCYX
C0009368:71854001:T-59300:Colon:COLON
C0010031:28726007:T-AA200:Cornea:CORNEA
C0205042:41801008:T-43000:Coronary artery:CORONARYARTERY
C0013303:38848004:T-58200:Duodenum:DUODENUM
C0521421:1910005:T-AB000:Ear:EAR
C1305417:76248009:T-D8300:Elbow:ELBOW
C0229960:38266002:T-D0010:Entire body:WHOLEBODY
C0014876:32849002:T-56000:Esophagus:ESOPHAGUS
C0015385:66019005:T-D0300:Extremity:EXTREMITY
C0015392:81745001:T-AA000:Eye:EYE
C0015426:80243003:T-AA810:Eyelid:EYELID
C0015450:89545001:T-D1200:Face:FACE
C0015811:71341001:T-12710:Femur:FEMUR
C0016129:7569003:T-D8800:Finger:FINGER
C0016504:56459004:T-D9700:Foot:FOOT
C0223680:55797009:T-12402:Forearm bone:FOREARM
C0016976:28231008:T-63000:Gallbladder:GALLBLADDER
C0018563:85562004:T-D8700:Hand:HAND
C0460004:774007:T-D1000:Head and Neck:HEADNECK
C0018670:69536005:T-D1100:Head:HEAD
C0018787:80891009:T-32000:Heart:HEART
C0019552:24136001:T-15710:Hip joint:HIP
C0020164:85050009:T-12410:Humerus:HUMERUS
C0020885:34516001:T-58600:Ileum:ILEUM
C0020889:22356005:T-12340:Ilium:ILIUM
C1283773:361078006:T-AB959:Internal Auditory Canal:IAC
C0022359:661005:T-D1213:Jaw region:JAW
C0022378:21306003:T-58400:Jejunum:JEJUNUM
C0022646:64033007:T-71000:Kidney:KIDNEY
C1456798:72696002:T-D9200:Knee:KNEE
C0023078:4596009:T-24100:Larynx:LARYNX
C1140621:30021000:T-D9400:Leg:LEG
C0023884:10200004:T-62000:Liver:LIVER
C0024091:122496007:T-11503:Lumbar spine:LSPINE
C0223603:297173004:T-D00F9:Lumbo-sacral spine:LSSPINE
C0024109:39607008:T-28000:Lung:LUNG
C0024687:91609006:T-11180:Mandible:JAW
C0024947:70925003:T-11170:Maxilla:MAXILLA
C0025066:72410000:T-D3300:Mediastinum:MEDIASTINUM
C1267547:21082005:T-51000:Mouth:MOUTH
C1562459:417437006:R-FAB52:Neck and Chest:NECKCHEST
C1562378:416152001:R-FAB53:Neck,Chest and Abdomen:NECKCHESTABDOMEN
C1562776:416319003:R-FAB54:Neck,Chest,Abdomen and Pelvis:NECKCHESTABDPELV
C0027530:45048000:T-D1600:Neck:NECK
